10,10,10,10,10,10,100,100,100,100,100,100,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,5000,5000,5000,5000,5000,5000,10000,10000,10000,10000,10000
0,0,10,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,80,0,10,10,0,40,90,60,0,70,60,30,70,10,50,60
