-0.950,20.000
-0.850,0.000
-0.750,0.000
-0.650,0.000
-0.550,0.000
-0.450,0.000
-0.350,0.000
-0.250,10.000
-0.150,0.000
-0.050,0.000
0.050,0.000
0.150,0.000
0.250,0.000
0.350,10.000
0.450,0.000
0.550,10.000
0.650,10.000
0.750,0.000
0.850,10.000
0.950,0.000
1.050,0.000
1.150,0.000
1.250,0.000
1.350,0.000
1.450,0.000
1.550,10.000
1.650,0.000
1.750,0.000
1.850,10.000
1.950,0.000
2.050,0.000
2.150,10.000
2.250,0.000
2.350,0.000
2.450,0.000
2.550,0.000
2.650,0.000
2.750,0.000
2.850,10.000
2.950,0.000
3.050,0.000
3.150,0.000
3.250,0.000
3.350,0.000
3.450,0.000
3.550,0.000
3.650,0.000
3.750,0.000
3.850,0.000
3.950,10.000
4.050,10.000
4.150,10.000
4.250,0.000
4.350,0.000
4.450,0.000
4.550,10.000
4.650,0.000
4.750,0.000
4.850,0.000
4.950,0.000
5.050,0.000
5.150,0.000
5.250,0.000
5.350,0.000
5.450,0.000
5.550,10.000
5.650,0.000
5.750,0.000
5.850,0.000
5.950,0.000
6.050,0.000
6.150,0.000
6.250,0.000
6.350,10.000
6.450,0.000
6.550,0.000
6.650,10.000
6.750,0.000
6.850,0.000
6.950,0.000
7.050,10.000
7.150,0.000
7.250,0.000
7.350,0.000
7.450,10.000
7.550,0.000
7.650,10.000
7.750,0.000
7.850,0.000
7.950,0.000
8.050,0.000
8.150,10.000
8.250,0.000
8.350,0.000
8.450,0.000
8.550,0.000
8.650,0.000
8.750,0.000
8.850,0.000
8.950,0.000
9.050,0.000
9.150,10.000
9.250,10.000
9.350,0.000
9.450,0.000
9.550,0.000
9.650,0.000
9.750,10.000
9.850,10.000
9.950,0.000
